,PST,Measured Qubits,Hop Count,Trial,PD on realdevice,PD on simulator
98,0.7197265625,"(4, 11, 17)",3,99.0,"{'000': 12, '001': 139, '010': 58, '011': 737, '100': 1, '101': 36, '110': 12, '111': 29}",{'011': 1024}
99,0.72265625,"(4, 11, 17)",3,100.0,"{'000': 14, '001': 134, '010': 68, '011': 740, '100': 1, '101': 25, '110': 6, '111': 36}",{'011': 1024}
0,0.72265625,"(19, 25, 33)",0,1.0,"{'000': 5, '001': 114, '010': 65, '011': 740, '100': 5, '101': 23, '110': 18, '111': 54}",{'011': 1024}
1,0.7001953125,"(19, 25, 33)",0,2.0,"{'000': 5, '001': 122, '010': 57, '011': 717, '100': 1, '101': 32, '110': 17, '111': 73}",{'011': 1024}
2,0.69921875,"(19, 25, 33)",0,3.0,"{'000': 13, '001': 105, '010': 71, '011': 716, '100': 3, '101': 35, '110': 18, '111': 63}",{'011': 1024}
3,0.728515625,"(19, 25, 33)",0,4.0,"{'000': 12, '001': 106, '010': 79, '011': 746, '100': 3, '101': 23, '110': 6, '111': 49}",{'011': 1024}
4,0.7216796875,"(19, 25, 33)",0,5.0,"{'000': 10, '001': 123, '010': 62, '011': 739, '100': 3, '101': 18, '110': 13, '111': 56}",{'011': 1024}
5,0.7216796875,"(19, 25, 33)",0,6.0,"{'000': 14, '001': 105, '010': 60, '011': 739, '100': 3, '101': 20, '110': 21, '111': 62}",{'011': 1024}
6,0.7138671875,"(19, 25, 33)",0,7.0,"{'000': 10, '001': 119, '010': 61, '011': 731, '100': 5, '101': 27, '110': 10, '111': 61}",{'011': 1024}
7,0.7109375,"(19, 25, 33)",0,8.0,"{'000': 11, '001': 99, '010': 65, '011': 728, '100': 6, '101': 34, '110': 14, '111': 67}",{'011': 1024}
8,0.6953125,"(19, 25, 33)",0,9.0,"{'000': 9, '001': 118, '010': 66, '011': 712, '100': 1, '101': 27, '110': 20, '111': 71}",{'011': 1024}
9,0.7001953125,"(19, 25, 33)",0,10.0,"{'000': 10, '001': 112, '010': 62, '011': 717, '100': 6, '101': 24, '110': 22, '111': 71}",{'011': 1024}
10,0.693359375,"(19, 25, 33)",0,11.0,"{'000': 9, '001': 124, '010': 70, '011': 710, '100': 4, '101': 27, '110': 16, '111': 64}",{'011': 1024}
11,0.7080078125,"(19, 25, 33)",0,12.0,"{'000': 11, '001': 126, '010': 72, '011': 725, '100': 4, '101': 27, '110': 17, '111': 42}",{'011': 1024}
12,0.734375,"(19, 25, 33)",0,13.0,"{'000': 11, '001': 100, '010': 69, '011': 752, '100': 7, '101': 19, '110': 12, '111': 54}",{'011': 1024}
13,0.724609375,"(19, 25, 33)",0,14.0,"{'000': 14, '001': 100, '010': 65, '011': 742, '100': 6, '101': 16, '110': 20, '111': 61}",{'011': 1024}
14,0.7294921875,"(19, 25, 33)",0,15.0,"{'000': 9, '001': 102, '010': 68, '011': 747, '100': 4, '101': 24, '110': 11, '111': 59}",{'011': 1024}
15,0.69921875,"(19, 25, 33)",0,16.0,"{'000': 4, '001': 115, '010': 72, '011': 716, '100': 4, '101': 33, '110': 18, '111': 62}",{'011': 1024}
16,0.732421875,"(19, 25, 33)",0,17.0,"{'000': 8, '001': 99, '010': 75, '011': 750, '100': 2, '101': 22, '110': 9, '111': 59}",{'011': 1024}
17,0.712890625,"(19, 25, 33)",0,18.0,"{'000': 7, '001': 100, '010': 88, '011': 730, '100': 8, '101': 15, '110': 12, '111': 64}",{'011': 1024}
18,0.703125,"(19, 25, 33)",0,19.0,"{'000': 9, '001': 129, '010': 66, '011': 720, '100': 2, '101': 28, '110': 14, '111': 56}",{'011': 1024}
19,0.7158203125,"(19, 25, 33)",0,20.0,"{'000': 12, '001': 119, '010': 73, '011': 733, '100': 2, '101': 22, '110': 12, '111': 51}",{'011': 1024}
20,0.7197265625,"(19, 25, 33)",0,21.0,"{'000': 11, '001': 111, '010': 73, '011': 737, '100': 6, '101': 17, '110': 14, '111': 55}",{'011': 1024}
21,0.736328125,"(19, 25, 33)",0,22.0,"{'000': 11, '001': 99, '010': 59, '011': 754, '100': 4, '101': 18, '110': 20, '111': 59}",{'011': 1024}
22,0.7080078125,"(19, 25, 33)",0,23.0,"{'000': 10, '001': 120, '010': 66, '011': 725, '100': 5, '101': 19, '110': 15, '111': 64}",{'011': 1024}
23,0.7060546875,"(19, 25, 33)",0,24.0,"{'000': 10, '001': 117, '010': 66, '011': 723, '100': 1, '101': 29, '110': 13, '111': 65}",{'011': 1024}
24,0.70703125,"(19, 25, 33)",0,25.0,"{'000': 8, '001': 129, '010': 69, '011': 724, '100': 9, '101': 16, '110': 13, '111': 56}",{'011': 1024}
25,0.71875,"(19, 25, 33)",0,26.0,"{'000': 17, '001': 101, '010': 52, '011': 736, '100': 5, '101': 29, '110': 20, '111': 64}",{'011': 1024}
26,0.6943359375,"(19, 25, 33)",0,27.0,"{'000': 10, '001': 121, '010': 67, '011': 711, '100': 6, '101': 23, '110': 21, '111': 65}",{'011': 1024}
27,0.724609375,"(19, 25, 33)",0,28.0,"{'000': 9, '001': 109, '010': 73, '011': 742, '100': 5, '101': 20, '110': 8, '111': 58}",{'011': 1024}
28,0.7373046875,"(19, 25, 33)",0,29.0,"{'000': 14, '001': 96, '010': 66, '011': 755, '100': 3, '101': 23, '110': 18, '111': 49}",{'011': 1024}
29,0.71484375,"(19, 25, 33)",0,30.0,"{'000': 14, '001': 122, '010': 63, '011': 732, '100': 3, '101': 22, '110': 11, '111': 57}",{'011': 1024}
30,0.6962890625,"(19, 25, 33)",0,31.0,"{'000': 12, '001': 113, '010': 82, '011': 713, '100': 4, '101': 28, '110': 22, '111': 50}",{'011': 1024}
31,0.689453125,"(19, 25, 33)",0,32.0,"{'000': 9, '001': 109, '010': 87, '011': 706, '100': 6, '101': 30, '110': 17, '111': 60}",{'011': 1024}
32,0.6904296875,"(19, 25, 33)",0,33.0,"{'000': 15, '001': 122, '010': 62, '011': 707, '100': 4, '101': 28, '110': 17, '111': 69}",{'011': 1024}
33,0.728515625,"(19, 25, 33)",0,34.0,"{'000': 14, '001': 109, '010': 59, '011': 746, '100': 4, '101': 24, '110': 15, '111': 53}",{'011': 1024}
34,0.732421875,"(19, 25, 33)",0,35.0,"{'000': 13, '001': 94, '010': 74, '011': 750, '100': 4, '101': 23, '110': 15, '111': 51}",{'011': 1024}
35,0.6845703125,"(19, 25, 33)",0,36.0,"{'000': 13, '001': 134, '010': 71, '011': 701, '100': 10, '101': 27, '110': 13, '111': 55}",{'011': 1024}
36,0.7119140625,"(19, 25, 33)",0,37.0,"{'000': 11, '001': 106, '010': 72, '011': 729, '100': 2, '101': 30, '110': 16, '111': 58}",{'011': 1024}
37,0.7236328125,"(19, 25, 33)",0,38.0,"{'000': 15, '001': 117, '010': 53, '011': 741, '100': 3, '101': 22, '110': 12, '111': 61}",{'011': 1024}
38,0.7021484375,"(19, 25, 33)",0,39.0,"{'000': 14, '001': 96, '010': 79, '011': 719, '100': 5, '101': 23, '110': 17, '111': 71}",{'011': 1024}
39,0.6748046875,"(19, 25, 33)",0,40.0,"{'000': 21, '001': 114, '010': 85, '011': 691, '100': 8, '101': 24, '110': 21, '111': 60}",{'011': 1024}
40,0.712890625,"(19, 25, 33)",0,41.0,"{'000': 13, '001': 115, '010': 66, '011': 730, '100': 8, '101': 22, '110': 16, '111': 54}",{'011': 1024}
41,0.7255859375,"(19, 25, 33)",0,42.0,"{'000': 5, '001': 113, '010': 57, '011': 743, '100': 3, '101': 32, '110': 10, '111': 61}",{'011': 1024}
42,0.70703125,"(19, 25, 33)",0,43.0,"{'000': 11, '001': 124, '010': 71, '011': 724, '100': 3, '101': 29, '110': 13, '111': 49}",{'011': 1024}
43,0.724609375,"(19, 25, 33)",0,44.0,"{'000': 9, '001': 113, '010': 75, '011': 742, '100': 4, '101': 21, '110': 19, '111': 41}",{'011': 1024}
44,0.7197265625,"(19, 25, 33)",0,45.0,"{'000': 11, '001': 87, '010': 82, '011': 737, '100': 5, '101': 18, '110': 15, '111': 69}",{'011': 1024}
45,0.7177734375,"(19, 25, 33)",0,46.0,"{'000': 9, '001': 112, '010': 73, '011': 735, '100': 5, '101': 30, '110': 11, '111': 49}",{'011': 1024}
46,0.701171875,"(19, 25, 33)",0,47.0,"{'000': 16, '001': 120, '010': 67, '011': 718, '100': 3, '101': 22, '110': 18, '111': 60}",{'011': 1024}
47,0.724609375,"(19, 25, 33)",0,48.0,"{'000': 6, '001': 100, '010': 70, '011': 742, '100': 5, '101': 23, '110': 22, '111': 56}",{'011': 1024}
48,0.703125,"(19, 25, 33)",0,49.0,"{'000': 13, '001': 107, '010': 77, '011': 720, '100': 4, '101': 25, '110': 17, '111': 61}",{'011': 1024}
49,0.7099609375,"(19, 25, 33)",0,50.0,"{'000': 13, '001': 99, '010': 78, '011': 727, '100': 7, '101': 30, '110': 11, '111': 59}",{'011': 1024}
50,0.7236328125,"(19, 25, 33)",0,51.0,"{'000': 12, '001': 114, '010': 58, '011': 741, '100': 4, '101': 21, '110': 14, '111': 60}",{'011': 1024}
51,0.728515625,"(19, 25, 33)",0,52.0,"{'000': 13, '001': 99, '010': 64, '011': 746, '100': 2, '101': 24, '110': 14, '111': 62}",{'011': 1024}
52,0.7060546875,"(19, 25, 33)",0,53.0,"{'000': 4, '001': 119, '010': 72, '011': 723, '100': 4, '101': 33, '110': 16, '111': 53}",{'011': 1024}
53,0.724609375,"(19, 25, 33)",0,54.0,"{'000': 9, '001': 100, '010': 64, '011': 742, '100': 4, '101': 26, '110': 10, '111': 69}",{'011': 1024}
54,0.71484375,"(19, 25, 33)",0,55.0,"{'000': 10, '001': 96, '010': 73, '011': 732, '100': 3, '101': 32, '110': 12, '111': 66}",{'011': 1024}
55,0.708984375,"(19, 25, 33)",0,56.0,"{'000': 8, '001': 110, '010': 61, '011': 726, '100': 5, '101': 27, '110': 24, '111': 63}",{'011': 1024}
56,0.73046875,"(19, 25, 33)",0,57.0,"{'000': 8, '001': 114, '010': 69, '011': 748, '100': 4, '101': 20, '110': 10, '111': 51}",{'011': 1024}
57,0.7119140625,"(19, 25, 33)",0,58.0,"{'000': 11, '001': 115, '010': 70, '011': 729, '100': 7, '101': 20, '110': 16, '111': 56}",{'011': 1024}
58,0.7275390625,"(19, 25, 33)",0,59.0,"{'000': 10, '001': 98, '010': 71, '011': 745, '101': 26, '110': 18, '111': 56}",{'011': 1024}
59,0.6904296875,"(19, 25, 33)",0,60.0,"{'000': 13, '001': 121, '010': 75, '011': 707, '100': 1, '101': 33, '110': 16, '111': 58}",{'011': 1024}
60,0.7138671875,"(19, 25, 33)",0,61.0,"{'000': 11, '001': 98, '010': 79, '011': 731, '100': 1, '101': 29, '110': 18, '111': 57}",{'011': 1024}
61,0.748046875,"(19, 25, 33)",0,62.0,"{'000': 11, '001': 89, '010': 60, '011': 766, '100': 4, '101': 24, '110': 12, '111': 58}",{'011': 1024}
62,0.740234375,"(19, 25, 33)",0,63.0,"{'000': 9, '001': 96, '010': 63, '011': 758, '100': 1, '101': 19, '110': 13, '111': 65}",{'011': 1024}
63,0.6962890625,"(19, 25, 33)",0,64.0,"{'000': 13, '001': 108, '010': 83, '011': 713, '100': 1, '101': 33, '110': 12, '111': 61}",{'011': 1024}
64,0.7353515625,"(19, 25, 33)",0,65.0,"{'000': 16, '001': 93, '010': 71, '011': 753, '100': 7, '101': 23, '110': 14, '111': 47}",{'011': 1024}
65,0.7119140625,"(19, 25, 33)",0,66.0,"{'000': 6, '001': 125, '010': 66, '011': 729, '100': 4, '101': 23, '110': 12, '111': 59}",{'011': 1024}
66,0.732421875,"(19, 25, 33)",0,67.0,"{'000': 14, '001': 103, '010': 76, '011': 750, '100': 2, '101': 24, '110': 12, '111': 43}",{'011': 1024}
67,0.740234375,"(19, 25, 33)",0,68.0,"{'000': 8, '001': 91, '010': 69, '011': 758, '100': 10, '101': 26, '110': 12, '111': 50}",{'011': 1024}
68,0.7080078125,"(19, 25, 33)",0,69.0,"{'000': 11, '001': 106, '010': 71, '011': 725, '100': 5, '101': 24, '110': 14, '111': 68}",{'011': 1024}
69,0.6923828125,"(19, 25, 33)",0,70.0,"{'000': 16, '001': 117, '010': 81, '011': 709, '100': 5, '101': 29, '110': 20, '111': 47}",{'011': 1024}
70,0.712890625,"(19, 25, 33)",0,71.0,"{'000': 14, '001': 103, '010': 76, '011': 730, '100': 3, '101': 23, '110': 10, '111': 65}",{'011': 1024}
71,0.71484375,"(19, 25, 33)",0,72.0,"{'000': 8, '001': 105, '010': 79, '011': 732, '100': 3, '101': 24, '110': 13, '111': 60}",{'011': 1024}
72,0.716796875,"(19, 25, 33)",0,73.0,"{'000': 10, '001': 120, '010': 66, '011': 734, '100': 2, '101': 26, '110': 12, '111': 54}",{'011': 1024}
73,0.7060546875,"(19, 25, 33)",0,74.0,"{'000': 9, '001': 108, '010': 76, '011': 723, '100': 5, '101': 22, '110': 22, '111': 59}",{'011': 1024}
74,0.712890625,"(19, 25, 33)",0,75.0,"{'000': 8, '001': 114, '010': 66, '011': 730, '100': 1, '101': 23, '110': 17, '111': 65}",{'011': 1024}
75,0.732421875,"(19, 25, 33)",0,76.0,"{'000': 4, '001': 103, '010': 71, '011': 750, '100': 6, '101': 25, '110': 15, '111': 50}",{'011': 1024}
76,0.7138671875,"(19, 25, 33)",0,77.0,"{'000': 11, '001': 113, '010': 73, '011': 731, '100': 4, '101': 21, '110': 20, '111': 51}",{'011': 1024}
77,0.7158203125,"(19, 25, 33)",0,78.0,"{'000': 8, '001': 111, '010': 66, '011': 733, '100': 3, '101': 27, '110': 10, '111': 66}",{'011': 1024}
78,0.7255859375,"(19, 25, 33)",0,79.0,"{'000': 11, '001': 103, '010': 73, '011': 743, '100': 7, '101': 26, '110': 11, '111': 50}",{'011': 1024}
79,0.6865234375,"(19, 25, 33)",0,80.0,"{'000': 12, '001': 115, '010': 79, '011': 703, '100': 5, '101': 19, '110': 20, '111': 71}",{'011': 1024}
80,0.7060546875,"(19, 25, 33)",0,81.0,"{'000': 11, '001': 113, '010': 88, '011': 723, '100': 4, '101': 21, '110': 12, '111': 52}",{'011': 1024}
81,0.708984375,"(19, 25, 33)",0,82.0,"{'000': 15, '001': 107, '010': 73, '011': 726, '100': 4, '101': 17, '110': 13, '111': 69}",{'011': 1024}
82,0.7255859375,"(19, 25, 33)",0,83.0,"{'000': 11, '001': 98, '010': 58, '011': 743, '100': 2, '101': 24, '110': 16, '111': 72}",{'011': 1024}
83,0.69140625,"(19, 25, 33)",0,84.0,"{'000': 10, '001': 121, '010': 79, '011': 708, '100': 6, '101': 29, '110': 18, '111': 53}",{'011': 1024}
84,0.744140625,"(19, 25, 33)",0,85.0,"{'000': 12, '001': 94, '010': 65, '011': 762, '100': 8, '101': 26, '110': 9, '111': 48}",{'011': 1024}
85,0.6904296875,"(19, 25, 33)",0,86.0,"{'000': 11, '001': 131, '010': 69, '011': 707, '100': 2, '101': 23, '110': 15, '111': 66}",{'011': 1024}
86,0.6923828125,"(19, 25, 33)",0,87.0,"{'000': 12, '001': 125, '010': 82, '011': 709, '100': 3, '101': 26, '110': 11, '111': 56}",{'011': 1024}
87,0.7216796875,"(19, 25, 33)",0,88.0,"{'000': 8, '001': 101, '010': 73, '011': 739, '100': 3, '101': 24, '110': 14, '111': 62}",{'011': 1024}
88,0.6923828125,"(19, 25, 33)",0,89.0,"{'000': 18, '001': 114, '010': 77, '011': 709, '100': 2, '101': 25, '110': 16, '111': 63}",{'011': 1024}
89,0.7080078125,"(19, 25, 33)",0,90.0,"{'000': 18, '001': 91, '010': 83, '011': 725, '100': 6, '101': 24, '110': 13, '111': 64}",{'011': 1024}
90,0.7138671875,"(19, 25, 33)",0,91.0,"{'000': 14, '001': 106, '010': 61, '011': 731, '100': 3, '101': 18, '110': 19, '111': 72}",{'011': 1024}
91,0.728515625,"(19, 25, 33)",0,92.0,"{'000': 9, '001': 114, '010': 64, '011': 746, '100': 4, '101': 23, '110': 14, '111': 50}",{'011': 1024}
92,0.6943359375,"(19, 25, 33)",0,93.0,"{'000': 10, '001': 112, '010': 69, '011': 711, '100': 3, '101': 30, '110': 13, '111': 76}",{'011': 1024}
93,0.7294921875,"(19, 25, 33)",0,94.0,"{'000': 10, '001': 104, '010': 66, '011': 747, '100': 5, '101': 28, '110': 12, '111': 52}",{'011': 1024}
94,0.7236328125,"(19, 25, 33)",0,95.0,"{'000': 7, '001': 89, '010': 82, '011': 741, '100': 6, '101': 30, '110': 18, '111': 51}",{'011': 1024}
95,0.7158203125,"(19, 25, 33)",0,96.0,"{'000': 4, '001': 119, '010': 69, '011': 733, '100': 7, '101': 29, '110': 13, '111': 50}",{'011': 1024}
96,0.7060546875,"(19, 25, 33)",0,97.0,"{'000': 14, '001': 121, '010': 65, '011': 723, '100': 7, '101': 25, '110': 16, '111': 53}",{'011': 1024}
97,0.7138671875,"(19, 25, 33)",0,98.0,"{'000': 20, '001': 98, '010': 74, '011': 731, '100': 3, '101': 21, '110': 15, '111': 62}",{'011': 1024}
98,0.708984375,"(19, 25, 33)",0,99.0,"{'000': 11, '001': 114, '010': 67, '011': 726, '100': 3, '101': 33, '110': 14, '111': 56}",{'011': 1024}
99,0.728515625,"(19, 25, 33)",0,100.0,"{'000': 11, '001': 110, '010': 71, '011': 746, '100': 3, '101': 25, '110': 14, '111': 44}",{'011': 1024}
0,0.6259765625,"(19, 25, 33)",1,1.0,"{'000': 19, '001': 208, '010': 56, '011': 641, '100': 4, '101': 40, '110': 5, '111': 51}",{'011': 1024}
1,0.63671875,"(19, 25, 33)",1,2.0,"{'000': 23, '001': 162, '010': 70, '011': 652, '100': 9, '101': 35, '110': 14, '111': 59}",{'011': 1024}
2,0.6103515625,"(19, 25, 33)",1,3.0,"{'000': 25, '001': 187, '010': 72, '011': 625, '100': 8, '101': 32, '110': 16, '111': 59}",{'011': 1024}
3,0.6376953125,"(19, 25, 33)",1,4.0,"{'000': 17, '001': 201, '010': 51, '011': 653, '100': 5, '101': 33, '110': 13, '111': 51}",{'011': 1024}
4,0.6005859375,"(19, 25, 33)",1,5.0,"{'000': 14, '001': 212, '010': 66, '011': 615, '100': 6, '101': 39, '110': 13, '111': 59}",{'011': 1024}
5,0.59375,"(19, 25, 33)",1,6.0,"{'000': 21, '001': 209, '010': 74, '011': 608, '100': 6, '101': 39, '110': 11, '111': 56}",{'011': 1024}
6,0.6220703125,"(19, 25, 33)",1,7.0,"{'000': 11, '001': 198, '010': 59, '011': 637, '100': 9, '101': 41, '110': 18, '111': 51}",{'011': 1024}
7,0.6064453125,"(19, 25, 33)",1,8.0,"{'000': 20, '001': 215, '010': 64, '011': 621, '100': 6, '101': 36, '110': 10, '111': 52}",{'011': 1024}
8,0.638671875,"(19, 25, 33)",1,9.0,"{'000': 12, '001': 201, '010': 56, '011': 654, '100': 11, '101': 30, '110': 6, '111': 54}",{'011': 1024}
9,0.634765625,"(19, 25, 33)",1,10.0,"{'000': 11, '001': 195, '010': 70, '011': 650, '100': 6, '101': 29, '110': 11, '111': 52}",{'011': 1024}
10,0.603515625,"(19, 25, 33)",1,11.0,"{'000': 17, '001': 218, '010': 62, '011': 618, '100': 7, '101': 35, '110': 15, '111': 52}",{'011': 1024}
11,0.6123046875,"(19, 25, 33)",1,12.0,"{'000': 18, '001': 204, '010': 63, '011': 627, '100': 8, '101': 39, '110': 9, '111': 56}",{'011': 1024}
12,0.5966796875,"(19, 25, 33)",1,13.0,"{'000': 17, '001': 213, '010': 69, '011': 611, '100': 6, '101': 37, '110': 18, '111': 53}",{'011': 1024}
13,0.6083984375,"(19, 25, 33)",1,14.0,"{'000': 20, '001': 217, '010': 52, '011': 623, '100': 3, '101': 43, '110': 12, '111': 54}",{'011': 1024}
14,0.615234375,"(19, 25, 33)",1,15.0,"{'000': 15, '001': 206, '010': 55, '011': 630, '100': 9, '101': 37, '110': 14, '111': 58}",{'011': 1024}
15,0.5859375,"(19, 25, 33)",1,16.0,"{'000': 20, '001': 216, '010': 68, '011': 600, '100': 11, '101': 40, '110': 10, '111': 59}",{'011': 1024}
16,0.6328125,"(19, 25, 33)",1,17.0,"{'000': 22, '001': 203, '010': 63, '011': 648, '100': 7, '101': 21, '110': 14, '111': 46}",{'011': 1024}
17,0.62890625,"(19, 25, 33)",1,18.0,"{'000': 12, '001': 197, '010': 65, '011': 644, '100': 9, '101': 28, '110': 17, '111': 52}",{'011': 1024}
18,0.609375,"(19, 25, 33)",1,19.0,"{'000': 19, '001': 210, '010': 65, '011': 624, '100': 5, '101': 29, '110': 18, '111': 54}",{'011': 1024}
19,0.599609375,"(19, 25, 33)",1,20.0,"{'000': 19, '001': 226, '010': 54, '011': 614, '100': 9, '101': 40, '110': 13, '111': 49}",{'011': 1024}
20,0.6552734375,"(19, 25, 33)",1,21.0,"{'000': 16, '001': 194, '010': 44, '011': 671, '100': 8, '101': 34, '110': 8, '111': 49}",{'011': 1024}
21,0.595703125,"(19, 25, 33)",1,22.0,"{'000': 20, '001': 224, '010': 64, '011': 610, '100': 8, '101': 34, '110': 19, '111': 45}",{'011': 1024}
22,0.6044921875,"(19, 25, 33)",1,23.0,"{'000': 18, '001': 219, '010': 62, '011': 619, '100': 10, '101': 34, '110': 18, '111': 44}",{'011': 1024}
23,0.6259765625,"(19, 25, 33)",1,24.0,"{'000': 28, '001': 193, '010': 60, '011': 641, '100': 7, '101': 30, '110': 12, '111': 53}",{'011': 1024}
24,0.60546875,"(19, 25, 33)",1,25.0,"{'000': 24, '001': 217, '010': 69, '011': 620, '100': 7, '101': 31, '110': 14, '111': 42}",{'011': 1024}
25,0.6240234375,"(19, 25, 33)",1,26.0,"{'000': 17, '001': 204, '010': 59, '011': 639, '100': 6, '101': 28, '110': 15, '111': 56}",{'011': 1024}
26,0.6123046875,"(19, 25, 33)",1,27.0,"{'000': 11, '001': 217, '010': 60, '011': 627, '100': 3, '101': 31, '110': 12, '111': 63}",{'011': 1024}
27,0.599609375,"(19, 25, 33)",1,28.0,"{'000': 16, '001': 212, '010': 57, '011': 614, '100': 8, '101': 35, '110': 15, '111': 67}",{'011': 1024}
28,0.6064453125,"(19, 25, 33)",1,29.0,"{'000': 19, '001': 204, '010': 74, '011': 621, '100': 7, '101': 34, '110': 14, '111': 51}",{'011': 1024}
29,0.6318359375,"(19, 25, 33)",1,30.0,"{'000': 20, '001': 187, '010': 67, '011': 647, '100': 9, '101': 41, '110': 10, '111': 43}",{'011': 1024}
30,0.62890625,"(19, 25, 33)",1,31.0,"{'000': 15, '001': 200, '010': 60, '011': 644, '100': 10, '101': 30, '110': 18, '111': 47}",{'011': 1024}
31,0.6259765625,"(19, 25, 33)",1,32.0,"{'000': 21, '001': 205, '010': 55, '011': 641, '100': 7, '101': 32, '110': 6, '111': 57}",{'011': 1024}
32,0.6142578125,"(19, 25, 33)",1,33.0,"{'000': 16, '001': 209, '010': 65, '011': 629, '100': 6, '101': 34, '110': 10, '111': 55}",{'011': 1024}
33,0.61328125,"(19, 25, 33)",1,34.0,"{'000': 18, '001': 208, '010': 66, '011': 628, '100': 4, '101': 30, '110': 14, '111': 56}",{'011': 1024}
34,0.5966796875,"(19, 25, 33)",1,35.0,"{'000': 26, '001': 210, '010': 49, '011': 611, '100': 4, '101': 43, '110': 16, '111': 65}",{'011': 1024}
35,0.6337890625,"(19, 25, 33)",1,36.0,"{'000': 16, '001': 190, '010': 55, '011': 649, '100': 5, '101': 41, '110': 17, '111': 51}",{'011': 1024}
36,0.6083984375,"(19, 25, 33)",1,37.0,"{'000': 25, '001': 198, '010': 64, '011': 623, '100': 5, '101': 42, '110': 13, '111': 54}",{'011': 1024}
37,0.5869140625,"(19, 25, 33)",1,38.0,"{'000': 24, '001': 231, '010': 62, '011': 601, '100': 8, '101': 29, '110': 14, '111': 55}",{'011': 1024}
38,0.626953125,"(19, 25, 33)",1,39.0,"{'000': 20, '001': 187, '010': 71, '011': 642, '100': 7, '101': 39, '110': 11, '111': 47}",{'011': 1024}
39,0.595703125,"(19, 25, 33)",1,40.0,"{'000': 15, '001': 216, '010': 61, '011': 610, '100': 8, '101': 32, '110': 15, '111': 67}",{'011': 1024}
40,0.615234375,"(19, 25, 33)",1,41.0,"{'000': 19, '001': 214, '010': 52, '011': 630, '100': 7, '101': 29, '110': 26, '111': 47}",{'011': 1024}
41,0.6181640625,"(19, 25, 33)",1,42.0,"{'000': 20, '001': 207, '010': 66, '011': 633, '100': 7, '101': 32, '110': 14, '111': 45}",{'011': 1024}
42,0.6396484375,"(19, 25, 33)",1,43.0,"{'000': 21, '001': 178, '010': 57, '011': 655, '100': 10, '101': 34, '110': 15, '111': 54}",{'011': 1024}
43,0.6279296875,"(19, 25, 33)",1,44.0,"{'000': 15, '001': 177, '010': 75, '011': 643, '100': 7, '101': 38, '110': 11, '111': 58}",{'011': 1024}
44,0.6220703125,"(19, 25, 33)",1,45.0,"{'000': 23, '001': 213, '010': 54, '011': 637, '100': 3, '101': 33, '110': 15, '111': 46}",{'011': 1024}
45,0.619140625,"(19, 25, 33)",1,46.0,"{'000': 21, '001': 196, '010': 61, '011': 634, '100': 12, '101': 40, '110': 9, '111': 51}",{'011': 1024}
46,0.6123046875,"(19, 25, 33)",1,47.0,"{'000': 22, '001': 218, '010': 68, '011': 627, '100': 3, '101': 31, '110': 12, '111': 43}",{'011': 1024}
47,0.6357421875,"(19, 25, 33)",1,48.0,"{'000': 17, '001': 197, '010': 56, '011': 651, '100': 6, '101': 35, '110': 14, '111': 48}",{'011': 1024}
48,0.625,"(19, 25, 33)",1,49.0,"{'000': 20, '001': 197, '010': 76, '011': 640, '100': 2, '101': 27, '110': 15, '111': 47}",{'011': 1024}
49,0.623046875,"(19, 25, 33)",1,50.0,"{'000': 20, '001': 188, '010': 60, '011': 638, '100': 4, '101': 44, '110': 17, '111': 53}",{'011': 1024}
50,0.603515625,"(19, 25, 33)",1,51.0,"{'000': 15, '001': 208, '010': 62, '011': 618, '100': 7, '101': 36, '110': 19, '111': 59}",{'011': 1024}
51,0.6259765625,"(19, 25, 33)",1,52.0,"{'000': 8, '001': 200, '010': 66, '011': 641, '100': 8, '101': 31, '110': 11, '111': 59}",{'011': 1024}
52,0.6103515625,"(19, 25, 33)",1,53.0,"{'000': 13, '001': 204, '010': 64, '011': 625, '100': 10, '101': 41, '110': 13, '111': 54}",{'011': 1024}
53,0.615234375,"(19, 25, 33)",1,54.0,"{'000': 23, '001': 199, '010': 60, '011': 630, '100': 8, '101': 39, '110': 15, '111': 50}",{'011': 1024}
54,0.6279296875,"(19, 25, 33)",1,55.0,"{'000': 22, '001': 190, '010': 64, '011': 643, '100': 7, '101': 41, '110': 7, '111': 50}",{'011': 1024}
55,0.6025390625,"(19, 25, 33)",1,56.0,"{'000': 17, '001': 220, '010': 69, '011': 617, '100': 3, '101': 37, '110': 9, '111': 52}",{'011': 1024}
56,0.619140625,"(19, 25, 33)",1,57.0,"{'000': 25, '001': 209, '010': 68, '011': 634, '100': 2, '101': 39, '110': 5, '111': 42}",{'011': 1024}
57,0.5966796875,"(19, 25, 33)",1,58.0,"{'000': 16, '001': 223, '010': 61, '011': 611, '100': 10, '101': 31, '110': 12, '111': 60}",{'011': 1024}
58,0.6533203125,"(19, 25, 33)",1,59.0,"{'000': 20, '001': 177, '010': 58, '011': 669, '100': 2, '101': 25, '110': 8, '111': 65}",{'011': 1024}
59,0.654296875,"(19, 25, 33)",1,60.0,"{'000': 17, '001': 173, '010': 54, '011': 670, '100': 12, '101': 39, '110': 13, '111': 46}",{'011': 1024}
60,0.6083984375,"(19, 25, 33)",1,61.0,"{'000': 18, '001': 214, '010': 67, '011': 623, '100': 3, '101': 33, '110': 15, '111': 51}",{'011': 1024}
