,PST,Measured Qubits,Hop Count
64,0.509765625,"(12, 13, 14)",1
65,0.517578125,"(12, 13, 14)",1
66,0.4990234375,"(12, 13, 14)",1
67,0.5205078125,"(12, 13, 14)",1
68,0.51953125,"(12, 13, 14)",1
69,0.5068359375,"(12, 13, 14)",1
70,0.5029296875,"(12, 13, 14)",1
71,0.501953125,"(12, 13, 14)",1
72,0.515625,"(12, 13, 14)",1
73,0.4951171875,"(12, 13, 14)",1
74,0.5244140625,"(12, 13, 14)",1
75,0.517578125,"(12, 13, 14)",1
76,0.53515625,"(12, 13, 14)",1
77,0.5244140625,"(12, 13, 14)",1
78,0.4990234375,"(12, 13, 14)",1
79,0.4873046875,"(12, 13, 14)",1
80,0.5078125,"(12, 13, 14)",1
81,0.4990234375,"(12, 13, 14)",1
82,0.5009765625,"(12, 13, 14)",1
83,0.560546875,"(12, 13, 14)",1
84,0.50390625,"(12, 13, 14)",1
85,0.490234375,"(12, 13, 14)",1
86,0.51953125,"(12, 13, 14)",1
87,0.53125,"(12, 13, 14)",1
88,0.5087890625,"(12, 13, 14)",1
89,0.51953125,"(12, 13, 14)",1
90,0.5078125,"(12, 13, 14)",1
91,0.5087890625,"(12, 13, 14)",1
92,0.525390625,"(12, 13, 14)",1
93,0.501953125,"(12, 13, 14)",1
94,0.509765625,"(12, 13, 14)",1
95,0.5322265625,"(12, 13, 14)",1
96,0.51171875,"(12, 13, 14)",1
97,0.525390625,"(12, 13, 14)",1
98,0.53515625,"(12, 13, 14)",1
99,0.5390625,"(12, 13, 14)",1
0,0.494140625,"(1, 2, 3)",0
1,0.5029296875,"(1, 2, 3)",0
2,0.5283203125,"(1, 2, 3)",0
3,0.4970703125,"(1, 2, 3)",0
4,0.5693359375,"(1, 2, 3)",0
5,0.4921875,"(1, 2, 3)",0
6,0.53515625,"(1, 2, 3)",0
7,0.5185546875,"(1, 2, 3)",0
8,0.5107421875,"(1, 2, 3)",0
9,0.5283203125,"(1, 2, 3)",0
10,0.5126953125,"(1, 2, 3)",0
11,0.521484375,"(1, 2, 3)",0
12,0.5107421875,"(1, 2, 3)",0
13,0.513671875,"(1, 2, 3)",0
14,0.5205078125,"(1, 2, 3)",0
15,0.515625,"(1, 2, 3)",0
16,0.521484375,"(1, 2, 3)",0
17,0.5244140625,"(1, 2, 3)",0
18,0.515625,"(1, 2, 3)",0
19,0.4892578125,"(1, 2, 3)",0
20,0.4912109375,"(1, 2, 3)",0
21,0.5263671875,"(1, 2, 3)",0
22,0.52734375,"(1, 2, 3)",0
23,0.51171875,"(1, 2, 3)",0
24,0.5478515625,"(1, 2, 3)",0
25,0.49609375,"(1, 2, 3)",0
26,0.5341796875,"(1, 2, 3)",0
27,0.51953125,"(1, 2, 3)",0
28,0.494140625,"(1, 2, 3)",0
29,0.5322265625,"(1, 2, 3)",0
30,0.5185546875,"(1, 2, 3)",0
31,0.5234375,"(1, 2, 3)",0
32,0.515625,"(1, 2, 3)",0
33,0.4853515625,"(1, 2, 3)",0
34,0.51171875,"(1, 2, 3)",0
35,0.5166015625,"(1, 2, 3)",0
36,0.5419921875,"(1, 2, 3)",0
37,0.529296875,"(1, 2, 3)",0
38,0.5390625,"(1, 2, 3)",0
39,0.4736328125,"(1, 2, 3)",0
40,0.5263671875,"(1, 2, 3)",0
41,0.5029296875,"(1, 2, 3)",0
42,0.5322265625,"(1, 2, 3)",0
43,0.5302734375,"(1, 2, 3)",0
44,0.5078125,"(1, 2, 3)",0
45,0.5478515625,"(1, 2, 3)",0
46,0.4912109375,"(1, 2, 3)",0
47,0.5146484375,"(1, 2, 3)",0
48,0.5322265625,"(1, 2, 3)",0
49,0.5,"(1, 2, 3)",0
50,0.529296875,"(1, 2, 3)",0
51,0.517578125,"(1, 2, 3)",0
52,0.5283203125,"(1, 2, 3)",0
53,0.5,"(1, 2, 3)",0
54,0.5234375,"(1, 2, 3)",0
55,0.521484375,"(1, 2, 3)",0
56,0.5400390625,"(1, 2, 3)",0
57,0.513671875,"(1, 2, 3)",0
58,0.51171875,"(1, 2, 3)",0
59,0.5029296875,"(1, 2, 3)",0
60,0.5263671875,"(1, 2, 3)",0
61,0.517578125,"(1, 2, 3)",0
62,0.5107421875,"(1, 2, 3)",0
63,0.5205078125,"(1, 2, 3)",0
64,0.5185546875,"(1, 2, 3)",0
65,0.513671875,"(1, 2, 3)",0
66,0.525390625,"(1, 2, 3)",0
67,0.486328125,"(1, 2, 3)",0
68,0.5,"(1, 2, 3)",0
69,0.52734375,"(1, 2, 3)",0
70,0.5322265625,"(1, 2, 3)",0
71,0.51953125,"(1, 2, 3)",0
72,0.5,"(1, 2, 3)",0
73,0.4990234375,"(1, 2, 3)",0
74,0.517578125,"(1, 2, 3)",0
75,0.521484375,"(1, 2, 3)",0
76,0.5263671875,"(1, 2, 3)",0
77,0.498046875,"(1, 2, 3)",0
78,0.5068359375,"(1, 2, 3)",0
79,0.505859375,"(1, 2, 3)",0
80,0.51953125,"(1, 2, 3)",0
81,0.52734375,"(1, 2, 3)",0
82,0.5087890625,"(1, 2, 3)",0
83,0.537109375,"(1, 2, 3)",0
84,0.517578125,"(1, 2, 3)",0
85,0.50390625,"(1, 2, 3)",0
86,0.5205078125,"(1, 2, 3)",0
87,0.505859375,"(1, 2, 3)",0
88,0.48828125,"(1, 2, 3)",0
89,0.50390625,"(1, 2, 3)",0
90,0.5009765625,"(1, 2, 3)",0
91,0.53515625,"(1, 2, 3)",0
92,0.515625,"(1, 2, 3)",0
93,0.529296875,"(1, 2, 3)",0
94,0.5087890625,"(1, 2, 3)",0
95,0.5234375,"(1, 2, 3)",0
96,0.509765625,"(1, 2, 3)",0
97,0.5087890625,"(1, 2, 3)",0
98,0.4990234375,"(1, 2, 3)",0
99,0.5107421875,"(1, 2, 3)",0
0,0.58203125,"(1, 2, 3)",1
1,0.5625,"(1, 2, 3)",1
2,0.603515625,"(1, 2, 3)",1
3,0.5537109375,"(1, 2, 3)",1
4,0.578125,"(1, 2, 3)",1
5,0.578125,"(1, 2, 3)",1
6,0.5859375,"(1, 2, 3)",1
7,0.5751953125,"(1, 2, 3)",1
8,0.6005859375,"(1, 2, 3)",1
9,0.5869140625,"(1, 2, 3)",1
10,0.5927734375,"(1, 2, 3)",1
11,0.5751953125,"(1, 2, 3)",1
12,0.5859375,"(1, 2, 3)",1
13,0.568359375,"(1, 2, 3)",1
14,0.5703125,"(1, 2, 3)",1
15,0.58203125,"(1, 2, 3)",1
16,0.591796875,"(1, 2, 3)",1
17,0.595703125,"(1, 2, 3)",1
18,0.5673828125,"(1, 2, 3)",1
19,0.5703125,"(1, 2, 3)",1
20,0.5888671875,"(1, 2, 3)",1
21,0.5986328125,"(1, 2, 3)",1
22,0.56640625,"(1, 2, 3)",1
23,0.59375,"(1, 2, 3)",1
24,0.578125,"(1, 2, 3)",1
25,0.5966796875,"(1, 2, 3)",1
26,0.5771484375,"(1, 2, 3)",1
27,0.5830078125,"(1, 2, 3)",1
28,0.5703125,"(1, 2, 3)",1
29,0.59375,"(1, 2, 3)",1
30,0.578125,"(1, 2, 3)",1
31,0.5947265625,"(1, 2, 3)",1
32,0.572265625,"(1, 2, 3)",1
33,0.5595703125,"(1, 2, 3)",1
34,0.5791015625,"(1, 2, 3)",1
35,0.580078125,"(1, 2, 3)",1
36,0.5947265625,"(1, 2, 3)",1
37,0.5947265625,"(1, 2, 3)",1
38,0.580078125,"(1, 2, 3)",1
39,0.560546875,"(1, 2, 3)",1
40,0.6044921875,"(1, 2, 3)",1
41,0.55859375,"(1, 2, 3)",1
42,0.5634765625,"(1, 2, 3)",1
43,0.572265625,"(1, 2, 3)",1
44,0.5791015625,"(1, 2, 3)",1
45,0.583984375,"(1, 2, 3)",1
46,0.6015625,"(1, 2, 3)",1
47,0.5517578125,"(1, 2, 3)",1
48,0.58203125,"(1, 2, 3)",1
49,0.568359375,"(1, 2, 3)",1
50,0.5791015625,"(1, 2, 3)",1
51,0.5576171875,"(1, 2, 3)",1
52,0.5771484375,"(1, 2, 3)",1
53,0.5556640625,"(1, 2, 3)",1
54,0.5849609375,"(1, 2, 3)",1
55,0.5732421875,"(1, 2, 3)",1
56,0.5751953125,"(1, 2, 3)",1
57,0.5888671875,"(1, 2, 3)",1
58,0.5693359375,"(1, 2, 3)",1
59,0.58984375,"(1, 2, 3)",1
60,0.580078125,"(1, 2, 3)",1
61,0.5654296875,"(1, 2, 3)",1
62,0.572265625,"(1, 2, 3)",1
63,0.5732421875,"(1, 2, 3)",1
64,0.6005859375,"(1, 2, 3)",1
65,0.5751953125,"(1, 2, 3)",1
66,0.580078125,"(1, 2, 3)",1
67,0.5859375,"(1, 2, 3)",1
68,0.5634765625,"(1, 2, 3)",1
69,0.578125,"(1, 2, 3)",1
70,0.5751953125,"(1, 2, 3)",1
71,0.5693359375,"(1, 2, 3)",1
72,0.5703125,"(1, 2, 3)",1
73,0.556640625,"(1, 2, 3)",1
74,0.58984375,"(1, 2, 3)",1
75,0.59375,"(1, 2, 3)",1
76,0.572265625,"(1, 2, 3)",1
77,0.56640625,"(1, 2, 3)",1
78,0.5830078125,"(1, 2, 3)",1
79,0.603515625,"(1, 2, 3)",1
80,0.578125,"(1, 2, 3)",1
81,0.5927734375,"(1, 2, 3)",1
82,0.57421875,"(1, 2, 3)",1
83,0.5849609375,"(1, 2, 3)",1
84,0.59765625,"(1, 2, 3)",1
85,0.5595703125,"(1, 2, 3)",1
86,0.5458984375,"(1, 2, 3)",1
87,0.5732421875,"(1, 2, 3)",1
88,0.5615234375,"(1, 2, 3)",1
89,0.5703125,"(1, 2, 3)",1
90,0.5712890625,"(1, 2, 3)",1
91,0.5673828125,"(1, 2, 3)",1
92,0.544921875,"(1, 2, 3)",1
93,0.609375,"(1, 2, 3)",1
94,0.5732421875,"(1, 2, 3)",1
95,0.5947265625,"(1, 2, 3)",1
96,0.580078125,"(1, 2, 3)",1
97,0.5654296875,"(1, 2, 3)",1
98,0.626953125,"(1, 2, 3)",1
99,0.564453125,"(1, 2, 3)",1
0,0.541015625,"(1, 2, 3)",2
1,0.5322265625,"(1, 2, 3)",2
2,0.5458984375,"(1, 2, 3)",2
3,0.5673828125,"(1, 2, 3)",2
4,0.546875,"(1, 2, 3)",2
5,0.5458984375,"(1, 2, 3)",2
6,0.5439453125,"(1, 2, 3)",2
7,0.5390625,"(1, 2, 3)",2
8,0.5400390625,"(1, 2, 3)",2
9,0.51171875,"(1, 2, 3)",2
10,0.5556640625,"(1, 2, 3)",2
11,0.5556640625,"(1, 2, 3)",2
12,0.5615234375,"(1, 2, 3)",2
13,0.5576171875,"(1, 2, 3)",2
14,0.5693359375,"(1, 2, 3)",2
15,0.533203125,"(1, 2, 3)",2
16,0.556640625,"(1, 2, 3)",2
17,0.5439453125,"(1, 2, 3)",2
18,0.5546875,"(1, 2, 3)",2
19,0.5478515625,"(1, 2, 3)",2
20,0.5380859375,"(1, 2, 3)",2
21,0.556640625,"(1, 2, 3)",2
22,0.544921875,"(1, 2, 3)",2
23,0.546875,"(1, 2, 3)",2
24,0.521484375,"(1, 2, 3)",2
25,0.5390625,"(1, 2, 3)",2
26,0.52734375,"(1, 2, 3)",2
27,0.55859375,"(1, 2, 3)",2
28,0.57421875,"(1, 2, 3)",2
29,0.5478515625,"(1, 2, 3)",2
30,0.5703125,"(1, 2, 3)",2
31,0.5498046875,"(1, 2, 3)",2
32,0.537109375,"(1, 2, 3)",2
33,0.529296875,"(1, 2, 3)",2
34,0.57421875,"(1, 2, 3)",2
35,0.515625,"(1, 2, 3)",2
36,0.5615234375,"(1, 2, 3)",2
37,0.53125,"(1, 2, 3)",2
38,0.560546875,"(1, 2, 3)",2
39,0.5419921875,"(1, 2, 3)",2
40,0.5498046875,"(1, 2, 3)",2
41,0.5498046875,"(1, 2, 3)",2
42,0.5439453125,"(1, 2, 3)",2
43,0.51953125,"(1, 2, 3)",2
44,0.5341796875,"(1, 2, 3)",2
45,0.5390625,"(1, 2, 3)",2
46,0.548828125,"(1, 2, 3)",2
47,0.529296875,"(1, 2, 3)",2
48,0.546875,"(1, 2, 3)",2
49,0.529296875,"(1, 2, 3)",2
50,0.5458984375,"(1, 2, 3)",2
51,0.5625,"(1, 2, 3)",2
52,0.5380859375,"(1, 2, 3)",2
53,0.544921875,"(1, 2, 3)",2
54,0.53515625,"(1, 2, 3)",2
55,0.5634765625,"(1, 2, 3)",2
56,0.5751953125,"(1, 2, 3)",2
57,0.5771484375,"(1, 2, 3)",2
58,0.5439453125,"(1, 2, 3)",2
59,0.5732421875,"(1, 2, 3)",2
60,0.5576171875,"(1, 2, 3)",2
61,0.5439453125,"(1, 2, 3)",2
62,0.5400390625,"(1, 2, 3)",2
63,0.5625,"(1, 2, 3)",2
64,0.54296875,"(1, 2, 3)",2
65,0.537109375,"(1, 2, 3)",2
66,0.5517578125,"(1, 2, 3)",2
67,0.564453125,"(1, 2, 3)",2
68,0.5439453125,"(1, 2, 3)",2
69,0.5419921875,"(1, 2, 3)",2
70,0.55859375,"(1, 2, 3)",2
71,0.5732421875,"(1, 2, 3)",2
72,0.5380859375,"(1, 2, 3)",2
73,0.521484375,"(1, 2, 3)",2
74,0.5380859375,"(1, 2, 3)",2
75,0.544921875,"(1, 2, 3)",2
76,0.5341796875,"(1, 2, 3)",2
77,0.5654296875,"(1, 2, 3)",2
78,0.515625,"(1, 2, 3)",2
79,0.55859375,"(1, 2, 3)",2
80,0.556640625,"(1, 2, 3)",2
81,0.54296875,"(1, 2, 3)",2
82,0.5322265625,"(1, 2, 3)",2
83,0.54296875,"(1, 2, 3)",2
84,0.546875,"(1, 2, 3)",2
85,0.53515625,"(1, 2, 3)",2
86,0.5458984375,"(1, 2, 3)",2
87,0.5576171875,"(1, 2, 3)",2
88,0.5634765625,"(1, 2, 3)",2
89,0.521484375,"(1, 2, 3)",2
90,0.5751953125,"(1, 2, 3)",2
91,0.5537109375,"(1, 2, 3)",2
92,0.5654296875,"(1, 2, 3)",2
93,0.5400390625,"(1, 2, 3)",2
94,0.5546875,"(1, 2, 3)",2
95,0.5498046875,"(1, 2, 3)",2
96,0.5107421875,"(1, 2, 3)",2
97,0.564453125,"(1, 2, 3)",2
98,0.541015625,"(1, 2, 3)",2
99,0.5302734375,"(1, 2, 3)",2
0,0.6123046875,"(1, 2, 3)",3
1,0.6162109375,"(1, 2, 3)",3
2,0.5986328125,"(1, 2, 3)",3
3,0.6005859375,"(1, 2, 3)",3
4,0.6015625,"(1, 2, 3)",3
5,0.62890625,"(1, 2, 3)",3
6,0.5859375,"(1, 2, 3)",3
7,0.6123046875,"(1, 2, 3)",3
8,0.6123046875,"(1, 2, 3)",3
9,0.630859375,"(1, 2, 3)",3
10,0.595703125,"(1, 2, 3)",3
11,0.6103515625,"(1, 2, 3)",3
12,0.6435546875,"(1, 2, 3)",3
13,0.587890625,"(1, 2, 3)",3
14,0.5869140625,"(1, 2, 3)",3
15,0.6064453125,"(1, 2, 3)",3
16,0.5830078125,"(1, 2, 3)",3
17,0.6103515625,"(1, 2, 3)",3
18,0.61328125,"(1, 2, 3)",3
19,0.5810546875,"(1, 2, 3)",3
20,0.599609375,"(1, 2, 3)",3
21,0.6064453125,"(1, 2, 3)",3
22,0.607421875,"(1, 2, 3)",3
23,0.60546875,"(1, 2, 3)",3
24,0.60546875,"(1, 2, 3)",3
25,0.591796875,"(1, 2, 3)",3
26,0.5859375,"(1, 2, 3)",3
27,0.6181640625,"(1, 2, 3)",3
28,0.6201171875,"(1, 2, 3)",3
29,0.6259765625,"(1, 2, 3)",3
30,0.6201171875,"(1, 2, 3)",3
31,0.62109375,"(1, 2, 3)",3
32,0.6337890625,"(1, 2, 3)",3
33,0.6240234375,"(1, 2, 3)",3
34,0.6220703125,"(1, 2, 3)",3
35,0.6025390625,"(1, 2, 3)",3
36,0.607421875,"(1, 2, 3)",3
37,0.59765625,"(1, 2, 3)",3
38,0.59765625,"(1, 2, 3)",3
39,0.6005859375,"(1, 2, 3)",3
40,0.5751953125,"(1, 2, 3)",3
41,0.6171875,"(1, 2, 3)",3
42,0.619140625,"(1, 2, 3)",3
43,0.638671875,"(1, 2, 3)",3
44,0.59375,"(1, 2, 3)",3
45,0.5986328125,"(1, 2, 3)",3
46,0.5947265625,"(1, 2, 3)",3
47,0.58984375,"(1, 2, 3)",3
48,0.587890625,"(1, 2, 3)",3
49,0.591796875,"(1, 2, 3)",3
50,0.5888671875,"(1, 2, 3)",3
51,0.5849609375,"(1, 2, 3)",3
52,0.5830078125,"(1, 2, 3)",3
53,0.6171875,"(1, 2, 3)",3
54,0.6376953125,"(1, 2, 3)",3
55,0.609375,"(1, 2, 3)",3
56,0.6025390625,"(1, 2, 3)",3
57,0.59375,"(1, 2, 3)",3
58,0.580078125,"(1, 2, 3)",3
59,0.6015625,"(1, 2, 3)",3
60,0.5869140625,"(1, 2, 3)",3
61,0.603515625,"(1, 2, 3)",3
62,0.599609375,"(1, 2, 3)",3
63,0.6044921875,"(1, 2, 3)",3
64,0.62890625,"(1, 2, 3)",3
65,0.6064453125,"(1, 2, 3)",3
66,0.611328125,"(1, 2, 3)",3
67,0.583984375,"(1, 2, 3)",3
68,0.6279296875,"(1, 2, 3)",3
69,0.619140625,"(1, 2, 3)",3
70,0.6083984375,"(1, 2, 3)",3
71,0.6025390625,"(1, 2, 3)",3
72,0.6162109375,"(1, 2, 3)",3
73,0.5908203125,"(1, 2, 3)",3
74,0.6123046875,"(1, 2, 3)",3
75,0.619140625,"(1, 2, 3)",3
76,0.5986328125,"(1, 2, 3)",3
77,0.6298828125,"(1, 2, 3)",3
78,0.6298828125,"(1, 2, 3)",3
79,0.6123046875,"(1, 2, 3)",3
80,0.59765625,"(1, 2, 3)",3
81,0.5927734375,"(1, 2, 3)",3
82,0.6005859375,"(1, 2, 3)",3
83,0.6220703125,"(1, 2, 3)",3
84,0.6103515625,"(1, 2, 3)",3
85,0.5927734375,"(1, 2, 3)",3
86,0.6123046875,"(1, 2, 3)",3
87,0.599609375,"(1, 2, 3)",3
88,0.62890625,"(1, 2, 3)",3
89,0.6083984375,"(1, 2, 3)",3
90,0.611328125,"(1, 2, 3)",3
91,0.6005859375,"(1, 2, 3)",3
92,0.58203125,"(1, 2, 3)",3
93,0.6123046875,"(1, 2, 3)",3
94,0.626953125,"(1, 2, 3)",3
95,0.58203125,"(1, 2, 3)",3
96,0.623046875,"(1, 2, 3)",3
97,0.5791015625,"(1, 2, 3)",3
98,0.5908203125,"(1, 2, 3)",3
99,0.568359375,"(1, 2, 3)",3
0,0.705078125,"(23, 24, 25)",0
1,0.7099609375,"(23, 24, 25)",0
2,0.71484375,"(23, 24, 25)",0
3,0.728515625,"(23, 24, 25)",0
4,0.716796875,"(23, 24, 25)",0
5,0.70703125,"(23, 24, 25)",0
6,0.728515625,"(23, 24, 25)",0
7,0.70703125,"(23, 24, 25)",0
8,0.728515625,"(23, 24, 25)",0
9,0.724609375,"(23, 24, 25)",0
10,0.705078125,"(23, 24, 25)",0
11,0.720703125,"(23, 24, 25)",0
12,0.7060546875,"(23, 24, 25)",0
13,0.7421875,"(23, 24, 25)",0
14,0.7255859375,"(23, 24, 25)",0
15,0.7373046875,"(23, 24, 25)",0
16,0.7275390625,"(23, 24, 25)",0
17,0.732421875,"(23, 24, 25)",0
18,0.728515625,"(23, 24, 25)",0
19,0.7158203125,"(23, 24, 25)",0
20,0.732421875,"(23, 24, 25)",0
21,0.7490234375,"(23, 24, 25)",0
22,0.7109375,"(23, 24, 25)",0
23,0.7255859375,"(23, 24, 25)",0
24,0.70703125,"(23, 24, 25)",0
25,0.7373046875,"(23, 24, 25)",0
26,0.712890625,"(23, 24, 25)",0
27,0.73046875,"(23, 24, 25)",0
28,0.7099609375,"(23, 24, 25)",0
29,0.73046875,"(23, 24, 25)",0
30,0.7333984375,"(23, 24, 25)",0
31,0.7109375,"(23, 24, 25)",0
32,0.736328125,"(23, 24, 25)",0
33,0.7353515625,"(23, 24, 25)",0
34,0.724609375,"(23, 24, 25)",0
35,0.7353515625,"(23, 24, 25)",0
36,0.720703125,"(23, 24, 25)",0
37,0.7197265625,"(23, 24, 25)",0
38,0.7236328125,"(23, 24, 25)",0
39,0.7236328125,"(23, 24, 25)",0
40,0.7021484375,"(23, 24, 25)",0
41,0.728515625,"(23, 24, 25)",0
42,0.7353515625,"(23, 24, 25)",0
43,0.7138671875,"(23, 24, 25)",0
44,0.7294921875,"(23, 24, 25)",0
45,0.7197265625,"(23, 24, 25)",0
46,0.73046875,"(23, 24, 25)",0
47,0.734375,"(23, 24, 25)",0
48,0.736328125,"(23, 24, 25)",0
49,0.7265625,"(23, 24, 25)",0
