,PST,Measured Qubits,Hop Count
49,0.5537109375,"(4, 11, 17)",1
50,0.529296875,"(4, 11, 17)",1
51,0.53125,"(4, 11, 17)",1
52,0.57421875,"(4, 11, 17)",1
53,0.5419921875,"(4, 11, 17)",1
54,0.501953125,"(4, 11, 17)",1
55,0.5322265625,"(4, 11, 17)",1
56,0.55078125,"(4, 11, 17)",1
57,0.5390625,"(4, 11, 17)",1
58,0.52734375,"(4, 11, 17)",1
59,0.5126953125,"(4, 11, 17)",1
60,0.5078125,"(4, 11, 17)",1
61,0.53125,"(4, 11, 17)",1
62,0.515625,"(4, 11, 17)",1
63,0.5498046875,"(4, 11, 17)",1
64,0.5390625,"(4, 11, 17)",1
65,0.51171875,"(4, 11, 17)",1
66,0.53515625,"(4, 11, 17)",1
67,0.5341796875,"(4, 11, 17)",1
68,0.5380859375,"(4, 11, 17)",1
69,0.5185546875,"(4, 11, 17)",1
70,0.533203125,"(4, 11, 17)",1
71,0.5400390625,"(4, 11, 17)",1
72,0.5107421875,"(4, 11, 17)",1
73,0.5390625,"(4, 11, 17)",1
74,0.5166015625,"(4, 11, 17)",1
75,0.537109375,"(4, 11, 17)",1
76,0.52734375,"(4, 11, 17)",1
77,0.525390625,"(4, 11, 17)",1
78,0.53125,"(4, 11, 17)",1
79,0.55078125,"(4, 11, 17)",1
80,0.5283203125,"(4, 11, 17)",1
81,0.52734375,"(4, 11, 17)",1
82,0.513671875,"(4, 11, 17)",1
83,0.533203125,"(4, 11, 17)",1
84,0.544921875,"(4, 11, 17)",1
85,0.509765625,"(4, 11, 17)",1
86,0.5673828125,"(4, 11, 17)",1
87,0.515625,"(4, 11, 17)",1
88,0.513671875,"(4, 11, 17)",1
89,0.537109375,"(4, 11, 17)",1
90,0.5478515625,"(4, 11, 17)",1
91,0.5537109375,"(4, 11, 17)",1
92,0.5263671875,"(4, 11, 17)",1
93,0.55859375,"(4, 11, 17)",1
94,0.5380859375,"(4, 11, 17)",1
95,0.54296875,"(4, 11, 17)",1
96,0.5087890625,"(4, 11, 17)",1
97,0.5224609375,"(4, 11, 17)",1
98,0.53125,"(4, 11, 17)",1
99,0.5478515625,"(4, 11, 17)",1
0,0.5927734375,"(4, 11, 17)",2
1,0.5888671875,"(4, 11, 17)",2
2,0.6171875,"(4, 11, 17)",2
3,0.62109375,"(4, 11, 17)",2
4,0.62890625,"(4, 11, 17)",2
5,0.6171875,"(4, 11, 17)",2
6,0.6005859375,"(4, 11, 17)",2
7,0.630859375,"(4, 11, 17)",2
8,0.5947265625,"(4, 11, 17)",2
9,0.6015625,"(4, 11, 17)",2
10,0.6025390625,"(4, 11, 17)",2
11,0.5947265625,"(4, 11, 17)",2
12,0.6162109375,"(4, 11, 17)",2
13,0.591796875,"(4, 11, 17)",2
14,0.607421875,"(4, 11, 17)",2
15,0.6328125,"(4, 11, 17)",2
16,0.595703125,"(4, 11, 17)",2
17,0.609375,"(4, 11, 17)",2
18,0.599609375,"(4, 11, 17)",2
19,0.6279296875,"(4, 11, 17)",2
20,0.619140625,"(4, 11, 17)",2
21,0.5986328125,"(4, 11, 17)",2
22,0.6171875,"(4, 11, 17)",2
23,0.6201171875,"(4, 11, 17)",2
24,0.583984375,"(4, 11, 17)",2
25,0.6318359375,"(4, 11, 17)",2
26,0.603515625,"(4, 11, 17)",2
27,0.6083984375,"(4, 11, 17)",2
28,0.619140625,"(4, 11, 17)",2
29,0.626953125,"(4, 11, 17)",2
30,0.5849609375,"(4, 11, 17)",2
31,0.6181640625,"(4, 11, 17)",2
32,0.599609375,"(4, 11, 17)",2
33,0.6015625,"(4, 11, 17)",2
34,0.6044921875,"(4, 11, 17)",2
35,0.611328125,"(4, 11, 17)",2
36,0.6298828125,"(4, 11, 17)",2
37,0.59765625,"(4, 11, 17)",2
38,0.5986328125,"(4, 11, 17)",2
39,0.58203125,"(4, 11, 17)",2
40,0.611328125,"(4, 11, 17)",2
41,0.6044921875,"(4, 11, 17)",2
42,0.5888671875,"(4, 11, 17)",2
43,0.6025390625,"(4, 11, 17)",2
44,0.60546875,"(4, 11, 17)",2
45,0.6025390625,"(4, 11, 17)",2
46,0.6435546875,"(4, 11, 17)",2
47,0.591796875,"(4, 11, 17)",2
48,0.62890625,"(4, 11, 17)",2
49,0.5654296875,"(4, 11, 17)",2
50,0.6103515625,"(4, 11, 17)",2
51,0.59765625,"(4, 11, 17)",2
52,0.6201171875,"(4, 11, 17)",2
53,0.5908203125,"(4, 11, 17)",2
54,0.59375,"(4, 11, 17)",2
55,0.5888671875,"(4, 11, 17)",2
56,0.6123046875,"(4, 11, 17)",2
57,0.583984375,"(4, 11, 17)",2
58,0.583984375,"(4, 11, 17)",2
59,0.6123046875,"(4, 11, 17)",2
60,0.59765625,"(4, 11, 17)",2
61,0.61328125,"(4, 11, 17)",2
62,0.6318359375,"(4, 11, 17)",2
63,0.587890625,"(4, 11, 17)",2
64,0.62109375,"(4, 11, 17)",2
65,0.5927734375,"(4, 11, 17)",2
66,0.6171875,"(4, 11, 17)",2
67,0.595703125,"(4, 11, 17)",2
68,0.6162109375,"(4, 11, 17)",2
69,0.61328125,"(4, 11, 17)",2
70,0.578125,"(4, 11, 17)",2
71,0.609375,"(4, 11, 17)",2
72,0.6298828125,"(4, 11, 17)",2
73,0.59765625,"(4, 11, 17)",2
74,0.5751953125,"(4, 11, 17)",2
75,0.6181640625,"(4, 11, 17)",2
76,0.6064453125,"(4, 11, 17)",2
77,0.6083984375,"(4, 11, 17)",2
78,0.6279296875,"(4, 11, 17)",2
79,0.6064453125,"(4, 11, 17)",2
80,0.615234375,"(4, 11, 17)",2
81,0.609375,"(4, 11, 17)",2
82,0.59375,"(4, 11, 17)",2
83,0.5859375,"(4, 11, 17)",2
84,0.5927734375,"(4, 11, 17)",2
85,0.603515625,"(4, 11, 17)",2
86,0.6005859375,"(4, 11, 17)",2
87,0.6083984375,"(4, 11, 17)",2
88,0.595703125,"(4, 11, 17)",2
89,0.6142578125,"(4, 11, 17)",2
90,0.603515625,"(4, 11, 17)",2
91,0.580078125,"(4, 11, 17)",2
92,0.6181640625,"(4, 11, 17)",2
93,0.5576171875,"(4, 11, 17)",2
94,0.6103515625,"(4, 11, 17)",2
95,0.62109375,"(4, 11, 17)",2
96,0.62109375,"(4, 11, 17)",2
97,0.6103515625,"(4, 11, 17)",2
98,0.5927734375,"(4, 11, 17)",2
99,0.6103515625,"(4, 11, 17)",2
0,0.609375,"(4, 11, 17)",3
1,0.5966796875,"(4, 11, 17)",3
2,0.6142578125,"(4, 11, 17)",3
3,0.619140625,"(4, 11, 17)",3
4,0.6220703125,"(4, 11, 17)",3
5,0.6337890625,"(4, 11, 17)",3
6,0.5810546875,"(4, 11, 17)",3
7,0.62890625,"(4, 11, 17)",3
8,0.6328125,"(4, 11, 17)",3
9,0.623046875,"(4, 11, 17)",3
10,0.6181640625,"(4, 11, 17)",3
11,0.6318359375,"(4, 11, 17)",3
12,0.6005859375,"(4, 11, 17)",3
13,0.63671875,"(4, 11, 17)",3
14,0.6025390625,"(4, 11, 17)",3
15,0.6103515625,"(4, 11, 17)",3
16,0.6337890625,"(4, 11, 17)",3
17,0.6259765625,"(4, 11, 17)",3
18,0.6171875,"(4, 11, 17)",3
19,0.63671875,"(4, 11, 17)",3
20,0.591796875,"(4, 11, 17)",3
21,0.63671875,"(4, 11, 17)",3
22,0.6083984375,"(4, 11, 17)",3
23,0.607421875,"(4, 11, 17)",3
24,0.6171875,"(4, 11, 17)",3
25,0.6171875,"(4, 11, 17)",3
26,0.6220703125,"(4, 11, 17)",3
27,0.630859375,"(4, 11, 17)",3
28,0.607421875,"(4, 11, 17)",3
29,0.625,"(4, 11, 17)",3
30,0.609375,"(4, 11, 17)",3
31,0.60546875,"(4, 11, 17)",3
32,0.611328125,"(4, 11, 17)",3
33,0.6484375,"(4, 11, 17)",3
34,0.603515625,"(4, 11, 17)",3
35,0.6220703125,"(4, 11, 17)",3
36,0.6015625,"(4, 11, 17)",3
37,0.5947265625,"(4, 11, 17)",3
38,0.6259765625,"(4, 11, 17)",3
39,0.599609375,"(4, 11, 17)",3
40,0.595703125,"(4, 11, 17)",3
41,0.6162109375,"(4, 11, 17)",3
42,0.5966796875,"(4, 11, 17)",3
43,0.6142578125,"(4, 11, 17)",3
44,0.623046875,"(4, 11, 17)",3
45,0.61328125,"(4, 11, 17)",3
46,0.611328125,"(4, 11, 17)",3
47,0.611328125,"(4, 11, 17)",3
48,0.6064453125,"(4, 11, 17)",3
49,0.619140625,"(4, 11, 17)",3
50,0.634765625,"(4, 11, 17)",3
51,0.62109375,"(4, 11, 17)",3
52,0.6005859375,"(4, 11, 17)",3
53,0.6103515625,"(4, 11, 17)",3
54,0.6201171875,"(4, 11, 17)",3
55,0.5947265625,"(4, 11, 17)",3
56,0.619140625,"(4, 11, 17)",3
57,0.6259765625,"(4, 11, 17)",3
58,0.62890625,"(4, 11, 17)",3
59,0.6015625,"(4, 11, 17)",3
60,0.630859375,"(4, 11, 17)",3
61,0.625,"(4, 11, 17)",3
62,0.626953125,"(4, 11, 17)",3
63,0.6142578125,"(4, 11, 17)",3
64,0.6064453125,"(4, 11, 17)",3
65,0.60546875,"(4, 11, 17)",3
66,0.595703125,"(4, 11, 17)",3
67,0.58984375,"(4, 11, 17)",3
68,0.6298828125,"(4, 11, 17)",3
69,0.62890625,"(4, 11, 17)",3
70,0.6240234375,"(4, 11, 17)",3
71,0.5908203125,"(4, 11, 17)",3
72,0.6416015625,"(4, 11, 17)",3
73,0.6142578125,"(4, 11, 17)",3
74,0.6083984375,"(4, 11, 17)",3
75,0.62890625,"(4, 11, 17)",3
76,0.5859375,"(4, 11, 17)",3
77,0.58984375,"(4, 11, 17)",3
78,0.6005859375,"(4, 11, 17)",3
79,0.6201171875,"(4, 11, 17)",3
80,0.6484375,"(4, 11, 17)",3
81,0.58203125,"(4, 11, 17)",3
82,0.591796875,"(4, 11, 17)",3
83,0.609375,"(4, 11, 17)",3
84,0.58984375,"(4, 11, 17)",3
85,0.6357421875,"(4, 11, 17)",3
86,0.62890625,"(4, 11, 17)",3
87,0.609375,"(4, 11, 17)",3
88,0.607421875,"(4, 11, 17)",3
89,0.6162109375,"(4, 11, 17)",3
90,0.6044921875,"(4, 11, 17)",3
91,0.634765625,"(4, 11, 17)",3
92,0.6298828125,"(4, 11, 17)",3
93,0.625,"(4, 11, 17)",3
94,0.625,"(4, 11, 17)",3
95,0.625,"(4, 11, 17)",3
96,0.6220703125,"(4, 11, 17)",3
97,0.6171875,"(4, 11, 17)",3
98,0.615234375,"(4, 11, 17)",3
99,0.6298828125,"(4, 11, 17)",3
0,0.689453125,"(19, 25, 33)",0
1,0.671875,"(19, 25, 33)",0
2,0.685546875,"(19, 25, 33)",0
3,0.689453125,"(19, 25, 33)",0
4,0.6806640625,"(19, 25, 33)",0
5,0.6962890625,"(19, 25, 33)",0
6,0.677734375,"(19, 25, 33)",0
7,0.658203125,"(19, 25, 33)",0
8,0.681640625,"(19, 25, 33)",0
9,0.673828125,"(19, 25, 33)",0
10,0.67578125,"(19, 25, 33)",0
11,0.6953125,"(19, 25, 33)",0
12,0.671875,"(19, 25, 33)",0
13,0.6689453125,"(19, 25, 33)",0
14,0.705078125,"(19, 25, 33)",0
15,0.662109375,"(19, 25, 33)",0
16,0.673828125,"(19, 25, 33)",0
17,0.6591796875,"(19, 25, 33)",0
18,0.671875,"(19, 25, 33)",0
19,0.6748046875,"(19, 25, 33)",0
20,0.6748046875,"(19, 25, 33)",0
21,0.66015625,"(19, 25, 33)",0
22,0.6787109375,"(19, 25, 33)",0
23,0.6796875,"(19, 25, 33)",0
24,0.67578125,"(19, 25, 33)",0
25,0.6943359375,"(19, 25, 33)",0
26,0.6826171875,"(19, 25, 33)",0
27,0.68359375,"(19, 25, 33)",0
28,0.6748046875,"(19, 25, 33)",0
29,0.6689453125,"(19, 25, 33)",0
30,0.669921875,"(19, 25, 33)",0
31,0.685546875,"(19, 25, 33)",0
32,0.63671875,"(19, 25, 33)",0
33,0.6748046875,"(19, 25, 33)",0
34,0.6767578125,"(19, 25, 33)",0
35,0.68359375,"(19, 25, 33)",0
36,0.669921875,"(19, 25, 33)",0
37,0.68359375,"(19, 25, 33)",0
38,0.68359375,"(19, 25, 33)",0
39,0.689453125,"(19, 25, 33)",0
40,0.6865234375,"(19, 25, 33)",0
41,0.6591796875,"(19, 25, 33)",0
42,0.6787109375,"(19, 25, 33)",0
43,0.7041015625,"(19, 25, 33)",0
44,0.6865234375,"(19, 25, 33)",0
45,0.6767578125,"(19, 25, 33)",0
46,0.685546875,"(19, 25, 33)",0
47,0.666015625,"(19, 25, 33)",0
48,0.6611328125,"(19, 25, 33)",0
49,0.6640625,"(19, 25, 33)",0
50,0.6796875,"(19, 25, 33)",0
51,0.6748046875,"(19, 25, 33)",0
52,0.6875,"(19, 25, 33)",0
53,0.67578125,"(19, 25, 33)",0
54,0.677734375,"(19, 25, 33)",0
55,0.6923828125,"(19, 25, 33)",0
56,0.671875,"(19, 25, 33)",0
57,0.66015625,"(19, 25, 33)",0
58,0.6865234375,"(19, 25, 33)",0
59,0.6884765625,"(19, 25, 33)",0
60,0.6650390625,"(19, 25, 33)",0
61,0.6484375,"(19, 25, 33)",0
62,0.6630859375,"(19, 25, 33)",0
63,0.6982421875,"(19, 25, 33)",0
64,0.66015625,"(19, 25, 33)",0
65,0.7099609375,"(19, 25, 33)",0
66,0.677734375,"(19, 25, 33)",0
67,0.6591796875,"(19, 25, 33)",0
68,0.6748046875,"(19, 25, 33)",0
69,0.66796875,"(19, 25, 33)",0
70,0.677734375,"(19, 25, 33)",0
71,0.677734375,"(19, 25, 33)",0
72,0.697265625,"(19, 25, 33)",0
73,0.693359375,"(19, 25, 33)",0
74,0.6865234375,"(19, 25, 33)",0
75,0.67578125,"(19, 25, 33)",0
76,0.6845703125,"(19, 25, 33)",0
77,0.6796875,"(19, 25, 33)",0
78,0.6650390625,"(19, 25, 33)",0
79,0.671875,"(19, 25, 33)",0
80,0.6796875,"(19, 25, 33)",0
81,0.7158203125,"(19, 25, 33)",0
82,0.6923828125,"(19, 25, 33)",0
83,0.6455078125,"(19, 25, 33)",0
84,0.6787109375,"(19, 25, 33)",0
85,0.669921875,"(19, 25, 33)",0
86,0.6904296875,"(19, 25, 33)",0
87,0.7099609375,"(19, 25, 33)",0
88,0.650390625,"(19, 25, 33)",0
89,0.662109375,"(19, 25, 33)",0
90,0.662109375,"(19, 25, 33)",0
91,0.6806640625,"(19, 25, 33)",0
92,0.66796875,"(19, 25, 33)",0
93,0.681640625,"(19, 25, 33)",0
94,0.7109375,"(19, 25, 33)",0
95,0.685546875,"(19, 25, 33)",0
96,0.6630859375,"(19, 25, 33)",0
97,0.701171875,"(19, 25, 33)",0
98,0.7060546875,"(19, 25, 33)",0
99,0.662109375,"(19, 25, 33)",0
0,0.5048828125,"(19, 25, 33)",1
1,0.4599609375,"(19, 25, 33)",1
2,0.455078125,"(19, 25, 33)",1
3,0.4716796875,"(19, 25, 33)",1
4,0.44140625,"(19, 25, 33)",1
5,0.4775390625,"(19, 25, 33)",1
6,0.478515625,"(19, 25, 33)",1
7,0.44140625,"(19, 25, 33)",1
8,0.4599609375,"(19, 25, 33)",1
9,0.4609375,"(19, 25, 33)",1
10,0.484375,"(19, 25, 33)",1
11,0.4697265625,"(19, 25, 33)",1
12,0.486328125,"(19, 25, 33)",1
13,0.474609375,"(19, 25, 33)",1
14,0.4697265625,"(19, 25, 33)",1
15,0.466796875,"(19, 25, 33)",1
16,0.4521484375,"(19, 25, 33)",1
17,0.4755859375,"(19, 25, 33)",1
18,0.4541015625,"(19, 25, 33)",1
19,0.4453125,"(19, 25, 33)",1
20,0.4521484375,"(19, 25, 33)",1
21,0.4697265625,"(19, 25, 33)",1
22,0.4697265625,"(19, 25, 33)",1
23,0.46875,"(19, 25, 33)",1
24,0.435546875,"(19, 25, 33)",1
25,0.48828125,"(19, 25, 33)",1
26,0.46484375,"(19, 25, 33)",1
27,0.48046875,"(19, 25, 33)",1
28,0.4716796875,"(19, 25, 33)",1
29,0.4384765625,"(19, 25, 33)",1
30,0.4775390625,"(19, 25, 33)",1
31,0.5078125,"(19, 25, 33)",1
32,0.4580078125,"(19, 25, 33)",1
33,0.4755859375,"(19, 25, 33)",1
34,0.453125,"(19, 25, 33)",1
35,0.4775390625,"(19, 25, 33)",1
36,0.4599609375,"(19, 25, 33)",1
37,0.4765625,"(19, 25, 33)",1
38,0.4990234375,"(19, 25, 33)",1
39,0.478515625,"(19, 25, 33)",1
40,0.5009765625,"(19, 25, 33)",1
41,0.4853515625,"(19, 25, 33)",1
42,0.4853515625,"(19, 25, 33)",1
43,0.455078125,"(19, 25, 33)",1
44,0.5078125,"(19, 25, 33)",1
45,0.4716796875,"(19, 25, 33)",1
46,0.44921875,"(19, 25, 33)",1
47,0.4501953125,"(19, 25, 33)",1
48,0.4599609375,"(19, 25, 33)",1
49,0.4736328125,"(19, 25, 33)",1
50,0.478515625,"(19, 25, 33)",1
51,0.4638671875,"(19, 25, 33)",1
52,0.45703125,"(19, 25, 33)",1
53,0.4765625,"(19, 25, 33)",1
54,0.4521484375,"(19, 25, 33)",1
55,0.4599609375,"(19, 25, 33)",1
56,0.4716796875,"(19, 25, 33)",1
57,0.462890625,"(19, 25, 33)",1
58,0.4365234375,"(19, 25, 33)",1
59,0.4736328125,"(19, 25, 33)",1
60,0.4697265625,"(19, 25, 33)",1
61,0.458984375,"(19, 25, 33)",1
62,0.455078125,"(19, 25, 33)",1
63,0.4921875,"(19, 25, 33)",1
64,0.4736328125,"(19, 25, 33)",1
65,0.462890625,"(19, 25, 33)",1
66,0.486328125,"(19, 25, 33)",1
67,0.474609375,"(19, 25, 33)",1
68,0.4755859375,"(19, 25, 33)",1
69,0.4599609375,"(19, 25, 33)",1
70,0.4755859375,"(19, 25, 33)",1
71,0.47265625,"(19, 25, 33)",1
72,0.478515625,"(19, 25, 33)",1
73,0.45703125,"(19, 25, 33)",1
74,0.4853515625,"(19, 25, 33)",1
75,0.451171875,"(19, 25, 33)",1
76,0.4501953125,"(19, 25, 33)",1
77,0.455078125,"(19, 25, 33)",1
78,0.46875,"(19, 25, 33)",1
79,0.4697265625,"(19, 25, 33)",1
80,0.4990234375,"(19, 25, 33)",1
81,0.47265625,"(19, 25, 33)",1
82,0.4736328125,"(19, 25, 33)",1
83,0.474609375,"(19, 25, 33)",1
84,0.4609375,"(19, 25, 33)",1
85,0.49609375,"(19, 25, 33)",1
86,0.4658203125,"(19, 25, 33)",1
87,0.466796875,"(19, 25, 33)",1
88,0.451171875,"(19, 25, 33)",1
89,0.4814453125,"(19, 25, 33)",1
90,0.4921875,"(19, 25, 33)",1
91,0.4638671875,"(19, 25, 33)",1
92,0.453125,"(19, 25, 33)",1
93,0.4638671875,"(19, 25, 33)",1
94,0.4560546875,"(19, 25, 33)",1
95,0.494140625,"(19, 25, 33)",1
96,0.4580078125,"(19, 25, 33)",1
97,0.46484375,"(19, 25, 33)",1
98,0.46484375,"(19, 25, 33)",1
99,0.4892578125,"(19, 25, 33)",1
0,0.642578125,"(19, 25, 33)",2
1,0.611328125,"(19, 25, 33)",2
2,0.609375,"(19, 25, 33)",2
3,0.62890625,"(19, 25, 33)",2
4,0.5830078125,"(19, 25, 33)",2
5,0.6220703125,"(19, 25, 33)",2
6,0.595703125,"(19, 25, 33)",2
7,0.6064453125,"(19, 25, 33)",2
8,0.5849609375,"(19, 25, 33)",2
9,0.5869140625,"(19, 25, 33)",2
10,0.595703125,"(19, 25, 33)",2
11,0.625,"(19, 25, 33)",2
12,0.62109375,"(19, 25, 33)",2
13,0.5859375,"(19, 25, 33)",2
14,0.5908203125,"(19, 25, 33)",2
15,0.6015625,"(19, 25, 33)",2
16,0.6240234375,"(19, 25, 33)",2
17,0.6064453125,"(19, 25, 33)",2
18,0.6240234375,"(19, 25, 33)",2
19,0.599609375,"(19, 25, 33)",2
20,0.5859375,"(19, 25, 33)",2
21,0.611328125,"(19, 25, 33)",2
22,0.62109375,"(19, 25, 33)",2
23,0.5927734375,"(19, 25, 33)",2
24,0.6044921875,"(19, 25, 33)",2
25,0.60546875,"(19, 25, 33)",2
26,0.6142578125,"(19, 25, 33)",2
27,0.615234375,"(19, 25, 33)",2
28,0.591796875,"(19, 25, 33)",2
29,0.6015625,"(19, 25, 33)",2
30,0.630859375,"(19, 25, 33)",2
31,0.626953125,"(19, 25, 33)",2
32,0.58984375,"(19, 25, 33)",2
33,0.5859375,"(19, 25, 33)",2
34,0.6328125,"(19, 25, 33)",2
35,0.5849609375,"(19, 25, 33)",2
36,0.6279296875,"(19, 25, 33)",2
37,0.626953125,"(19, 25, 33)",2
38,0.6171875,"(19, 25, 33)",2
39,0.6220703125,"(19, 25, 33)",2
40,0.5615234375,"(19, 25, 33)",2
41,0.61328125,"(19, 25, 33)",2
42,0.60546875,"(19, 25, 33)",2
43,0.59375,"(19, 25, 33)",2
44,0.6025390625,"(19, 25, 33)",2
45,0.61328125,"(19, 25, 33)",2
46,0.6181640625,"(19, 25, 33)",2
47,0.619140625,"(19, 25, 33)",2
48,0.6181640625,"(19, 25, 33)",2
49,0.603515625,"(19, 25, 33)",2
50,0.6220703125,"(19, 25, 33)",2
51,0.568359375,"(19, 25, 33)",2
